id,publication_year,cited_by_count,coauthor_ids
https://openalex.org/W2100346081,2012,112,"['https://openalex.org/A5070491108', 'https://openalex.org/A5014662127', 'https://openalex.org/A5036281933', 'https://openalex.org/A5025218537']"
https://openalex.org/W2113813706,2009,112,"['https://openalex.org/A5069885186', 'https://openalex.org/A5014662127', 'https://openalex.org/A5070055320', 'https://openalex.org/A5012513905', 'https://openalex.org/A5070657345']"
https://openalex.org/W2803873068,2018,111,"['https://openalex.org/A5063367289', 'https://openalex.org/A5014662127']"
https://openalex.org/W1998645798,2011,106,"['https://openalex.org/A5055467664', 'https://openalex.org/A5014075764', 'https://openalex.org/A5022368086', 'https://openalex.org/A5014662127']"
https://openalex.org/W2067543672,2015,101,"['https://openalex.org/A5011607315', 'https://openalex.org/A5053752351', 'https://openalex.org/A5014662127', 'https://openalex.org/A5069885186']"
https://openalex.org/W3102362948,2013,94,"['https://openalex.org/A5014075764', 'https://openalex.org/A5087828709', 'https://openalex.org/A5070072447', 'https://openalex.org/A5069885186', 'https://openalex.org/A5014662127']"
https://openalex.org/W2158939861,2013,93,"['https://openalex.org/A5065063556', 'https://openalex.org/A5014146412', 'https://openalex.org/A5034671481', 'https://openalex.org/A5015989679', 'https://openalex.org/A5014662127', 'https://openalex.org/A5069885186']"
https://openalex.org/W2565597050,2017,77,"['https://openalex.org/A5048132210', 'https://openalex.org/A5054519023', 'https://openalex.org/A5014647140', 'https://openalex.org/A5027079032']"
https://openalex.org/W2788030877,2019,56,"['https://openalex.org/A5030987696', 'https://openalex.org/A5011168888', 'https://openalex.org/A5014647140']"
https://openalex.org/W3189072387,2021,55,"['https://openalex.org/A5011168888', 'https://openalex.org/A5030987696', 'https://openalex.org/A5014647140', 'https://openalex.org/A5080732494', 'https://openalex.org/A5054707908', 'https://openalex.org/A5000679279']"
https://openalex.org/W2069352675,1929,52,"['https://openalex.org/A5039188573', 'https://openalex.org/A5011035455']"
https://openalex.org/W3155596533,2021,40,"['https://openalex.org/A5068497573', 'https://openalex.org/A5002607503', 'https://openalex.org/A5008888392', 'https://openalex.org/A5054960661', 'https://openalex.org/A5011035455', 'https://openalex.org/A5007902508', 'https://openalex.org/A5081476701', 'https://openalex.org/A5033081182', 'https://openalex.org/A5052965447']"
https://openalex.org/W2075296772,1998,151,['https://openalex.org/A5014662127']
https://openalex.org/W1980096014,2005,131,"['https://openalex.org/A5031236554', 'https://openalex.org/A5070657345', 'https://openalex.org/A5014662127', 'https://openalex.org/A5010904023', 'https://openalex.org/A5052027939']"
https://openalex.org/W2033167326,2006,119,"['https://openalex.org/A5025218537', 'https://openalex.org/A5014662127', 'https://openalex.org/A5061287527', 'https://openalex.org/A5046546654']"
https://openalex.org/W2027953518,2006,118,"['https://openalex.org/A5068182184', 'https://openalex.org/A5035958229', 'https://openalex.org/A5014662127', 'https://openalex.org/A5070657345']"
https://openalex.org/W3105201228,2005,116,"['https://openalex.org/A5014662127', 'https://openalex.org/A5061287527', 'https://openalex.org/A5046546654']"
https://openalex.org/W3021340442,2005,105,"['https://openalex.org/A5014647140', 'https://openalex.org/A5008033989']"
https://openalex.org/W2085547213,2012,66,"['https://openalex.org/A5014647140', 'https://openalex.org/A5032779977']"
https://openalex.org/W2157463825,2014,62,"['https://openalex.org/A5080298742', 'https://openalex.org/A5032539868', 'https://openalex.org/A5014662127']"
https://openalex.org/W3121790145,2013,62,"['https://openalex.org/A5014647140', 'https://openalex.org/A5014032439']"
https://openalex.org/W2494000918,2016,56,"['https://openalex.org/A5037578560', 'https://openalex.org/A5048320425', 'https://openalex.org/A5014662127', 'https://openalex.org/A5069885186', 'https://openalex.org/A5058915559', 'https://openalex.org/A5006282362']"
https://openalex.org/W2964083839,2016,56,"['https://openalex.org/A5048132210', 'https://openalex.org/A5027079032', 'https://openalex.org/A5014647140']"
https://openalex.org/W2305957822,2016,55,"['https://openalex.org/A5064296964', 'https://openalex.org/A5043639182', 'https://openalex.org/A5007176508', 'https://openalex.org/A5075956753']"
https://openalex.org/W1790187478,2015,54,"['https://openalex.org/A5032539868', 'https://openalex.org/A5080298742', 'https://openalex.org/A5069885186', 'https://openalex.org/A5014662127']"
https://openalex.org/W1995368504,2015,54,"['https://openalex.org/A5039072983', 'https://openalex.org/A5040162395', 'https://openalex.org/A5070920982', 'https://openalex.org/A5046348432']"
https://openalex.org/W2969395259,2019,50,"['https://openalex.org/A5047404909', 'https://openalex.org/A5040821463', 'https://openalex.org/A5017106847', 'https://openalex.org/A5002034958', 'https://openalex.org/A5009887999']"
https://openalex.org/W2803567385,2018,46,"['https://openalex.org/A5054519023', 'https://openalex.org/A5054164320', 'https://openalex.org/A5048132210', 'https://openalex.org/A5014647140']"
https://openalex.org/W3047315229,2021,29,"['https://openalex.org/A5084930117', 'https://openalex.org/A5012787401', 'https://openalex.org/A5055805371', 'https://openalex.org/A5047404909', 'https://openalex.org/A5078987306', 'https://openalex.org/A5002034958', 'https://openalex.org/A5040821463']"
https://openalex.org/W3197182080,2021,26,"['https://openalex.org/A5064296964', 'https://openalex.org/A5027814433', 'https://openalex.org/A5071294124', 'https://openalex.org/A5000679279']"
https://openalex.org/W4221121132,2022,16,"['https://openalex.org/A5023522777', 'https://openalex.org/A5084435682', 'https://openalex.org/A5084761980', 'https://openalex.org/A5014662127', 'https://openalex.org/A5030021140']"
https://openalex.org/W1976736168,1996,85,"['https://openalex.org/A5014662127', 'https://openalex.org/A5038411636', 'https://openalex.org/A5037000437']"
https://openalex.org/W2061477898,2007,76,"['https://openalex.org/A5068182184', 'https://openalex.org/A5035958229', 'https://openalex.org/A5014662127', 'https://openalex.org/A5070657345']"
https://openalex.org/W2130167023,2014,42,"['https://openalex.org/A5037488679', 'https://openalex.org/A5014647140']"
https://openalex.org/W2799236316,2019,35,"['https://openalex.org/A5076677417', 'https://openalex.org/A5041066777', 'https://openalex.org/A5014662127']"
https://openalex.org/W3015254786,2020,32,"['https://openalex.org/A5024727802', 'https://openalex.org/A5039839867', 'https://openalex.org/A5061068995', 'https://openalex.org/A5062586638', 'https://openalex.org/A5014662127']"
https://openalex.org/W4287576171,2020,32,"['https://openalex.org/A5068497573', 'https://openalex.org/A5002607503', 'https://openalex.org/A5008888392', 'https://openalex.org/A5054960661', 'https://openalex.org/A5011035455', 'https://openalex.org/A5007902508', 'https://openalex.org/A5081476701', 'https://openalex.org/A5033081182', 'https://openalex.org/A5052965447']"
https://openalex.org/W2969828666,2019,31,"['https://openalex.org/A5016819382', 'https://openalex.org/A5075314395', 'https://openalex.org/A5002362611']"
https://openalex.org/W4312065168,2022,12,"['https://openalex.org/A5064296964', 'https://openalex.org/A5077079119', 'https://openalex.org/A5069454833', 'https://openalex.org/A5069999998', 'https://openalex.org/A5014343475', 'https://openalex.org/A5000679279']"
https://openalex.org/W2155058903,2008,57,"['https://openalex.org/A5014647140', 'https://openalex.org/A5008033989', 'https://openalex.org/A5067142016']"
https://openalex.org/W1598855014,2009,48,"['https://openalex.org/A5074716096', 'https://openalex.org/A5024279638', 'https://openalex.org/A5069885186', 'https://openalex.org/A5061327254', 'https://openalex.org/A5087122544', 'https://openalex.org/A5014662127']"
https://openalex.org/W2550515775,2016,34,"['https://openalex.org/A5086011172', 'https://openalex.org/A5071042104', 'https://openalex.org/A5060753814']"
https://openalex.org/W3105381247,2019,26,"['https://openalex.org/A5053273786', 'https://openalex.org/A5011035455', 'https://openalex.org/A5065531884', 'https://openalex.org/A5013827698']"
https://openalex.org/W2981317643,2019,25,"['https://openalex.org/A5024727802', 'https://openalex.org/A5052639456', 'https://openalex.org/A5014662127', 'https://openalex.org/A5062586638']"
https://openalex.org/W3032693158,2020,25,"['https://openalex.org/A5017717665', 'https://openalex.org/A5032323046', 'https://openalex.org/A5086339706', 'https://openalex.org/A5045118643']"
https://openalex.org/W2061086061,2008,48,"['https://openalex.org/A5045667142', 'https://openalex.org/A5014662127']"
https://openalex.org/W1997316988,2010,42,"['https://openalex.org/A5022858939', 'https://openalex.org/A5011035455', 'https://openalex.org/A5036326592']"
https://openalex.org/W1559761769,2010,40,"['https://openalex.org/A5014662127', 'https://openalex.org/A5069885186', 'https://openalex.org/A5024279638', 'https://openalex.org/A5061327254', 'https://openalex.org/A5074716096']"
https://openalex.org/W3103477877,2010,40,"['https://openalex.org/A5034406723', 'https://openalex.org/A5014662127', 'https://openalex.org/A5069885186', 'https://openalex.org/A5001467582', 'https://openalex.org/A5036258938']"
https://openalex.org/W1782565250,2012,34,"['https://openalex.org/A5014647140', 'https://openalex.org/A5019248797']"
https://openalex.org/W3100467400,2013,32,"['https://openalex.org/A5078651528', 'https://openalex.org/A5014647140']"
https://openalex.org/W2003561732,2012,31,"['https://openalex.org/A5073903054', 'https://openalex.org/A5059879982', 'https://openalex.org/A5014662127', 'https://openalex.org/A5070657345']"
https://openalex.org/W3105712299,2020,18,"['https://openalex.org/A5054507372', 'https://openalex.org/A5070009875', 'https://openalex.org/A5022272025', 'https://openalex.org/A5069885186', 'https://openalex.org/A5026420819', 'https://openalex.org/A5014662127']"
https://openalex.org/W3110129313,2020,18,"['https://openalex.org/A5050118766', 'https://openalex.org/A5074389258', 'https://openalex.org/A5014662127', 'https://openalex.org/A5030021140']"
https://openalex.org/W2156134119,2021,15,"['https://openalex.org/A5059013633', 'https://openalex.org/A5011835245', 'https://openalex.org/A5053751744', 'https://openalex.org/A5014662127', 'https://openalex.org/A5069885186']"
https://openalex.org/W2160075231,2009,35,"['https://openalex.org/A5014647140', 'https://openalex.org/A5060769641']"
https://openalex.org/W2080083917,2014,24,"['https://openalex.org/A5064296964', 'https://openalex.org/A5008131505', 'https://openalex.org/A5013559230', 'https://openalex.org/A5075956753', 'https://openalex.org/A5026945245', 'https://openalex.org/A5011229206', 'https://openalex.org/A5039831261', 'https://openalex.org/A5073189960', 'https://openalex.org/A5007176508']"
https://openalex.org/W2740838408,2017,24,"['https://openalex.org/A5017258586', 'https://openalex.org/A5037220308', 'https://openalex.org/A5004381930', 'https://openalex.org/A5019520455']"
https://openalex.org/W3104414387,2016,22,"['https://openalex.org/A5064296964', 'https://openalex.org/A5091452530', 'https://openalex.org/A5007176508']"
https://openalex.org/W3125634108,2018,20,"['https://openalex.org/A5070463669', 'https://openalex.org/A5063098095', 'https://openalex.org/A5034406723', 'https://openalex.org/A5068182184']"
https://openalex.org/W3203633545,2021,12,"['https://openalex.org/A5024727802', 'https://openalex.org/A5090717977', 'https://openalex.org/A5014662127', 'https://openalex.org/A5062586638']"
https://openalex.org/W2085355296,1996,41,"['https://openalex.org/A5014662127', 'https://openalex.org/A5038411636', 'https://openalex.org/A5037000437']"
https://openalex.org/W1969626535,2005,38,"['https://openalex.org/A5006307162', 'https://openalex.org/A5090411376', 'https://openalex.org/A5069256649', 'https://openalex.org/A5015211752']"
https://openalex.org/W2024742218,2006,34,"['https://openalex.org/A5051377123', 'https://openalex.org/A5048188317', 'https://openalex.org/A5014662127', 'https://openalex.org/A5005747564', 'https://openalex.org/A5081826027']"
https://openalex.org/W2060387722,2006,33,"['https://openalex.org/A5036326592', 'https://openalex.org/A5011035455', 'https://openalex.org/A5084285136', 'https://openalex.org/A5082736897']"
https://openalex.org/W2102720960,2010,26,"['https://openalex.org/A5036258938', 'https://openalex.org/A5014662127', 'https://openalex.org/A5069885186', 'https://openalex.org/A5074039936', 'https://openalex.org/A5021346979']"
https://openalex.org/W2016021417,2012,22,"['https://openalex.org/A5061327254', 'https://openalex.org/A5039053101', 'https://openalex.org/A5024684865', 'https://openalex.org/A5014662127', 'https://openalex.org/A5069885186']"
https://openalex.org/W3103719083,2013,22,"['https://openalex.org/A5014662127', 'https://openalex.org/A5069885186']"
https://openalex.org/W1844628735,2014,19,"['https://openalex.org/A5013559230', 'https://openalex.org/A5064296964', 'https://openalex.org/A5008131505', 'https://openalex.org/A5011229206', 'https://openalex.org/A5075956753', 'https://openalex.org/A5026945245', 'https://openalex.org/A5039831261', 'https://openalex.org/A5073189960', 'https://openalex.org/A5007176508']"
https://openalex.org/W2053829680,2014,19,"['https://openalex.org/A5011035455', 'https://openalex.org/A5047381329']"
https://openalex.org/W2804797131,2018,18,"['https://openalex.org/A5011035455', 'https://openalex.org/A5053273786', 'https://openalex.org/A5027673966', 'https://openalex.org/A5022224624']"
https://openalex.org/W3100839768,2019,16,"['https://openalex.org/A5063098095', 'https://openalex.org/A5070463669', 'https://openalex.org/A5068182184']"
https://openalex.org/W3045230311,2020,15,"['https://openalex.org/A5014662127', 'https://openalex.org/A5069885186', 'https://openalex.org/A5002020728', 'https://openalex.org/A5015080044', 'https://openalex.org/A5082358191']"
https://openalex.org/W2034486705,2007,28,"['https://openalex.org/A5014662127', 'https://openalex.org/A5068182184', 'https://openalex.org/A5035958229', 'https://openalex.org/A5070657345']"
https://openalex.org/W2010486269,2007,27,"['https://openalex.org/A5068182184', 'https://openalex.org/A5035958229', 'https://openalex.org/A5014662127', 'https://openalex.org/A5070657345']"
https://openalex.org/W2158526526,2009,26,"['https://openalex.org/A5014647140', 'https://openalex.org/A5011256345']"
https://openalex.org/W1863638426,2010,24,"['https://openalex.org/A5024279638', 'https://openalex.org/A5069885186', 'https://openalex.org/A5061327254', 'https://openalex.org/A5014662127', 'https://openalex.org/A5074716096']"
https://openalex.org/W2165228941,2012,20,"['https://openalex.org/A5034406723', 'https://openalex.org/A5014662127', 'https://openalex.org/A5069885186', 'https://openalex.org/A5036258938', 'https://openalex.org/A5001467582']"
https://openalex.org/W1830166409,2015,16,"['https://openalex.org/A5058144931', 'https://openalex.org/A5070834197', 'https://openalex.org/A5002266644', 'https://openalex.org/A5014662127']"
https://openalex.org/W2798408360,2018,15,"['https://openalex.org/A5026205409', 'https://openalex.org/A5014662127', 'https://openalex.org/A5016146759']"
https://openalex.org/W2900975341,2019,15,"['https://openalex.org/A5064296964', 'https://openalex.org/A5057243118', 'https://openalex.org/A5073565809', 'https://openalex.org/A5073951954', 'https://openalex.org/A5067118505']"
https://openalex.org/W3105072392,2020,13,"['https://openalex.org/A5038355456', 'https://openalex.org/A5011035455', 'https://openalex.org/A5013827698']"
https://openalex.org/W1998377814,1994,32,['https://openalex.org/A5011035455']
https://openalex.org/W2106914588,2009,20,"['https://openalex.org/A5048471401', 'https://openalex.org/A5014662127', 'https://openalex.org/A5053938061', 'https://openalex.org/A5033081182']"
https://openalex.org/W2163822658,2010,20,"['https://openalex.org/A5014647140', 'https://openalex.org/A5088553895', 'https://openalex.org/A5000038347', 'https://openalex.org/A5032779977']"
https://openalex.org/W3102637508,2009,20,"['https://openalex.org/A5014647140', 'https://openalex.org/A5060296717', 'https://openalex.org/A5011256345']"
https://openalex.org/W2963997453,2017,14,"['https://openalex.org/A5004381930', 'https://openalex.org/A5037220308', 'https://openalex.org/A5020700841']"
https://openalex.org/W4289257136,2015,14,"['https://openalex.org/A5045620226', 'https://openalex.org/A5048132210', 'https://openalex.org/A5072263832', 'https://openalex.org/A5014647140']"
https://openalex.org/W2974188208,2019,13,"['https://openalex.org/A5075314395', 'https://openalex.org/A5042920997', 'https://openalex.org/A5016819382', 'https://openalex.org/A5002362611']"
https://openalex.org/W1968262646,1996,27,"['https://openalex.org/A5041527676', 'https://openalex.org/A5011035455', 'https://openalex.org/A5078385045']"
https://openalex.org/W1989115194,2004,24,"['https://openalex.org/A5006307162', 'https://openalex.org/A5029881252', 'https://openalex.org/A5027020046', 'https://openalex.org/A5015211752', 'https://openalex.org/A5004760713']"
https://openalex.org/W2103612043,2010,17,"['https://openalex.org/A5061327254', 'https://openalex.org/A5069885186', 'https://openalex.org/A5014662127', 'https://openalex.org/A5024279638', 'https://openalex.org/A5087122544', 'https://openalex.org/A5074716096']"
https://openalex.org/W1992769793,2009,16,"['https://openalex.org/A5068182184', 'https://openalex.org/A5014662127', 'https://openalex.org/A5016146759']"
https://openalex.org/W1911575375,2015,13,"['https://openalex.org/A5014662127', 'https://openalex.org/A5069885186']"
https://openalex.org/W2187418600,2015,12,"['https://openalex.org/A5030862316', 'https://openalex.org/A5011835245', 'https://openalex.org/A5085276746', 'https://openalex.org/A5059013633', 'https://openalex.org/A5014662127', 'https://openalex.org/A5069885186', 'https://openalex.org/A5053751744']"
https://openalex.org/W2465617759,2016,12,"['https://openalex.org/A5058144931', 'https://openalex.org/A5014662127']"
https://openalex.org/W2194744042,2016,11,"['https://openalex.org/A5062149129', 'https://openalex.org/A5055236010', 'https://openalex.org/A5004420568', 'https://openalex.org/A5080507324']"
https://openalex.org/W3105389172,2013,12,"['https://openalex.org/A5037488679', 'https://openalex.org/A5014647140']"
https://openalex.org/W1729157025,2011,11,"['https://openalex.org/A5082953212', 'https://openalex.org/A5045620226', 'https://openalex.org/A5014647140']"
https://openalex.org/W2752246507,2018,11,"['https://openalex.org/A5091783761', 'https://openalex.org/A5014662127', 'https://openalex.org/A5069885186', 'https://openalex.org/A5024396732']"
https://openalex.org/W2782776889,2018,11,"['https://openalex.org/A5050118766', 'https://openalex.org/A5091226107', 'https://openalex.org/A5030021140', 'https://openalex.org/A5014662127']"
https://openalex.org/W2110852174,2003,18,['https://openalex.org/A5065944706']
https://openalex.org/W2004939650,2010,11,"['https://openalex.org/A5014647140', 'https://openalex.org/A5000038347', 'https://openalex.org/A5032779977']"
https://openalex.org/W1591156915,2005,12,"['https://openalex.org/A5002960328', 'https://openalex.org/A5035958229', 'https://openalex.org/A5014662127', 'https://openalex.org/A5046546654']"
https://openalex.org/W1635295731,2004,12,"['https://openalex.org/A5014662127', 'https://openalex.org/A5061287527', 'https://openalex.org/A5046546654']"
https://openalex.org/W4245052458,2003,12,['https://openalex.org/A5011035455']
https://openalex.org/W1974264586,2005,11,"['https://openalex.org/A5059298639', 'https://openalex.org/A5077285926']"
https://openalex.org/W2124509723,2001,13,"['https://openalex.org/A5060810097', 'https://openalex.org/A5077285926']"
https://openalex.org/W2143554139,2002,12,"['https://openalex.org/A5023214243', 'https://openalex.org/A5080472003']"
https://openalex.org/W1920231178,2002,11,"['https://openalex.org/A5074140993', 'https://openalex.org/A5080472003']"
https://openalex.org/W2116149192,1994,12,"['https://openalex.org/A5004169135', 'https://openalex.org/A5077285926', 'https://openalex.org/A5030824714', 'https://openalex.org/A5038070584', 'https://openalex.org/A5089120447']"
https://openalex.org/W3021151406,2020,555,"['https://openalex.org/A5053987970', 'https://openalex.org/A5067911817', 'https://openalex.org/A5070972999', 'https://openalex.org/A5002686155', 'https://openalex.org/A5003663678', 'https://openalex.org/A5023975998', 'https://openalex.org/A5001383313']"
https://openalex.org/W2805301067,2018,375,"['https://openalex.org/A5068310504', 'https://openalex.org/A5016248092', 'https://openalex.org/A5029285647', 'https://openalex.org/A5068182184']"
https://openalex.org/W1992444821,2013,267,"['https://openalex.org/A5068182184', 'https://openalex.org/A5014322193', 'https://openalex.org/A5016146759', 'https://openalex.org/A5007418876', 'https://openalex.org/A5081621956']"
https://openalex.org/W2036678259,2009,233,"['https://openalex.org/A5072354759', 'https://openalex.org/A5005437129', 'https://openalex.org/A5010691256', 'https://openalex.org/A5081486876']"
https://openalex.org/W3023779253,2016,163,"['https://openalex.org/A5003121162', 'https://openalex.org/A5035142284', 'https://openalex.org/A5042137553', 'https://openalex.org/A5083429828', 'https://openalex.org/A5042601761']"
https://openalex.org/W1736702067,2015,142,"['https://openalex.org/A5002809454', 'https://openalex.org/A5064053881', 'https://openalex.org/A5003121162']"
https://openalex.org/W2963000270,2018,122,"['https://openalex.org/A5070463669', 'https://openalex.org/A5033574079', 'https://openalex.org/A5048176602', 'https://openalex.org/A5015080044', 'https://openalex.org/A5068182184']"
https://openalex.org/W3014528545,2020,100,"['https://openalex.org/A5039433898', 'https://openalex.org/A5063834923', 'https://openalex.org/A5040703559', 'https://openalex.org/A5070972999', 'https://openalex.org/A5001383313']"
https://openalex.org/W2979473545,2021,77,"['https://openalex.org/A5052448352', 'https://openalex.org/A5016553781', 'https://openalex.org/A5070762744']"
https://openalex.org/W4280576339,2022,42,"['https://openalex.org/A5065665426', 'https://openalex.org/A5058732791', 'https://openalex.org/A5001375811', 'https://openalex.org/A5015080044', 'https://openalex.org/A5085139454']"
https://openalex.org/W2069433056,2007,219,"['https://openalex.org/A5016553781', 'https://openalex.org/A5088755191', 'https://openalex.org/A5064963504', 'https://openalex.org/A5046600880']"
https://openalex.org/W2093625353,2008,170,"['https://openalex.org/A5048188317', 'https://openalex.org/A5068182184', 'https://openalex.org/A5070657345']"
https://openalex.org/W2749564305,2017,127,"['https://openalex.org/A5004427266', 'https://openalex.org/A5015630332', 'https://openalex.org/A5045016749']"
https://openalex.org/W2008585183,2010,124,"['https://openalex.org/A5068182184', 'https://openalex.org/A5024244034', 'https://openalex.org/A5048188317', 'https://openalex.org/A5070657345']"
https://openalex.org/W2291914866,2016,115,"['https://openalex.org/A5003121162', 'https://openalex.org/A5061774992', 'https://openalex.org/A5088718916']"
https://openalex.org/W2135313865,2013,111,"['https://openalex.org/A5016371653', 'https://openalex.org/A5068182184', 'https://openalex.org/A5016146759']"
https://openalex.org/W2017450497,2014,110,"['https://openalex.org/A5050571401', 'https://openalex.org/A5003121162']"
https://openalex.org/W2771605021,2018,100,['https://openalex.org/A5068182184']
https://openalex.org/W1990213891,2014,95,"['https://openalex.org/A5078699564', 'https://openalex.org/A5041660039', 'https://openalex.org/A5021211836']"
https://openalex.org/W2152199665,2013,93,"['https://openalex.org/A5067313793', 'https://openalex.org/A5009283581', 'https://openalex.org/A5053529497', 'https://openalex.org/A5031526995', 'https://openalex.org/A5025181475']"
https://openalex.org/W2291005623,2016,93,"['https://openalex.org/A5077836239', 'https://openalex.org/A5079955249', 'https://openalex.org/A5004288893', 'https://openalex.org/A5055108329', 'https://openalex.org/A5082959379', 'https://openalex.org/A5041549449', 'https://openalex.org/A5065764878']"
https://openalex.org/W2309490679,2016,85,"['https://openalex.org/A5014378141', 'https://openalex.org/A5016553781']"
https://openalex.org/W3124739648,2018,83,"['https://openalex.org/A5035142284', 'https://openalex.org/A5003121162', 'https://openalex.org/A5042137553', 'https://openalex.org/A5042601761']"
https://openalex.org/W2509348029,2017,77,"['https://openalex.org/A5015933821', 'https://openalex.org/A5079955249', 'https://openalex.org/A5091068467', 'https://openalex.org/A5004288893', 'https://openalex.org/A5056188388']"
https://openalex.org/W2891796741,2018,77,"['https://openalex.org/A5003121162', 'https://openalex.org/A5074129446']"
https://openalex.org/W2173048091,2016,73,"['https://openalex.org/A5069945913', 'https://openalex.org/A5016553781']"
https://openalex.org/W3135773605,2021,60,"['https://openalex.org/A5071066840', 'https://openalex.org/A5002557760', 'https://openalex.org/A5048322639', 'https://openalex.org/A5035786206']"
