id,display_name,works_api_url,h_index,works_count,country_code
https://openalex.org/A5081816334,Ana María Mejía-Jaramillo,https://api.openalex.org/works?filter=author.id:A5081816334,16,38,CO
https://openalex.org/A5004427266,Ana Valdivia,https://api.openalex.org/works?filter=author.id:A5004427266,10,22,GB
https://openalex.org/A5072436705,Anastasia Karpova,https://api.openalex.org/works?filter=author.id:A5072436705,1,8,
https://openalex.org/A5068182184,Andrea Baronchelli,https://api.openalex.org/works?filter=author.id:A5068182184,40,241,GB
https://openalex.org/A5090500627,Andrea Failla,https://api.openalex.org/works?filter=author.id:A5090500627,6,30,IT
https://openalex.org/A5085767098,Andrea Gentili,https://api.openalex.org/works?filter=author.id:A5085767098,12,119,IT
https://openalex.org/A5066187890,Andrea Passerini,https://api.openalex.org/works?filter=author.id:A5066187890,24,215,IT
https://openalex.org/A5021211836,Andrea Tagarelli,https://api.openalex.org/works?filter=author.id:A5021211836,21,216,IT
https://openalex.org/A5016553781,Andrea Mina,https://api.openalex.org/works?filter=author.id:A5016553781,16,95,GB
https://openalex.org/A5058732791,Andreas Bjerre-Nielsen,https://api.openalex.org/works?filter=author.id:A5058732791,6,29,DK
https://openalex.org/A5053529497,Andreas Kaltenbrunner,https://api.openalex.org/works?filter=author.id:A5053529497,23,102,ES
https://openalex.org/A5079955249,Andreas Koher,https://api.openalex.org/works?filter=author.id:A5079955249,7,16,DK
https://openalex.org/A5018128415,Andreas Spitz,https://api.openalex.org/works?filter=author.id:A5018128415,13,93,DE
https://openalex.org/A5026558834,Andreia Sofia Teixeira,https://api.openalex.org/works?filter=author.id:A5026558834,5,37,PT
https://openalex.org/A5050554579,Andrés F. Castro Torres,https://api.openalex.org/works?filter=author.id:A5050554579,6,55,ES
https://openalex.org/A5003185083,Andrew Beers,https://api.openalex.org/works?filter=author.id:A5003185083,17,75,US
https://openalex.org/A5080472003,Andrew Lippman,https://api.openalex.org/works?filter=author.id:A5080472003,29,156,US
https://openalex.org/A5060124526,Andrés Gvirtz,https://api.openalex.org/works?filter=author.id:A5060124526,3,8,GB
https://openalex.org/A5070868747,Ane Rahbek Vierø,https://api.openalex.org/works?filter=author.id:A5070868747,0,5,DK
https://openalex.org/A5077285926,Ángel Sánchez,https://api.openalex.org/works?filter=author.id:A5077285926,40,392,ES
https://openalex.org/A5066979752,Ângelo Brayner,https://api.openalex.org/works?filter=author.id:A5066979752,11,144,BR
https://openalex.org/A5003539468,Angelos P. Kassianos,https://api.openalex.org/works?filter=author.id:A5003539468,21,71,CY
https://openalex.org/A5054630728,Anikó Hannák,https://api.openalex.org/works?filter=author.id:A5054630728,12,46,CH
https://openalex.org/A5028436158,Anjali Bhatt,https://api.openalex.org/works?filter=author.id:A5028436158,4,29,US
https://openalex.org/A5079255958,Anna Di Natale,https://api.openalex.org/works?filter=author.id:A5079255958,6,18,AT
https://openalex.org/A5056216760,Anna George,https://api.openalex.org/works?filter=author.id:A5056216760,29,149,US
https://openalex.org/A5023767790,Anna Laura Mancini,https://api.openalex.org/works?filter=author.id:A5023767790,5,48,IT
https://openalex.org/A5039256697,Anna Rogers,https://api.openalex.org/works?filter=author.id:A5039256697,15,39,DK
https://openalex.org/A5091783761,Anna Sapienza,https://api.openalex.org/works?filter=author.id:A5091783761,11,39,DK
https://openalex.org/A5061454360,Anna Sára Ligeti,https://api.openalex.org/works?filter=author.id:A5061454360,1,8,HU
https://openalex.org/A5063995659,Annapaola Marconi,https://api.openalex.org/works?filter=author.id:A5063995659,18,121,IT
https://openalex.org/A5018717377,Anne C. Kroon,https://api.openalex.org/works?filter=author.id:A5018717377,8,30,NL
https://openalex.org/A5020916633,Anne Cathrine Linder,https://api.openalex.org/works?filter=author.id:A5020916633,4,20,DK
https://openalex.org/A5086655976,Anne-Marie Nußberger,https://api.openalex.org/works?filter=author.id:A5086655976,5,15,DE
https://openalex.org/A5053148541,Antonin Pottier,https://api.openalex.org/works?filter=author.id:A5053148541,9,111,US
https://openalex.org/A5006126497,Antonio Ariño Villarroya,https://api.openalex.org/works?filter=author.id:A5006126497,6,141,ES
https://openalex.org/A5033797206,Antonio Bucchiarone,https://api.openalex.org/works?filter=author.id:A5033797206,21,184,IT
https://openalex.org/A5045033500,Antonio Desiderio,https://api.openalex.org/works?filter=author.id:A5045033500,2,10,IT
https://openalex.org/A5078906245,Antonio Longa,https://api.openalex.org/works?filter=author.id:A5078906245,4,22,IT
https://openalex.org/A5051621664,Antonio Rojas-García,https://api.openalex.org/works?filter=author.id:A5051621664,16,45,GB
https://openalex.org/A5084285249,Antti Gronow,https://api.openalex.org/works?filter=author.id:A5084285249,11,54,FI
https://openalex.org/A5089890523,Anubhab Das,https://api.openalex.org/works?filter=author.id:A5089890523,3,7,IN
https://openalex.org/A5091669275,Anya Hommadova Lu,https://api.openalex.org/works?filter=author.id:A5091669275,4,11,US
https://openalex.org/A5033485181,Ardon Z. Shorr,https://api.openalex.org/works?filter=author.id:A5033485181,2,5,US
https://openalex.org/A5058670333,Armando Bazzani,https://api.openalex.org/works?filter=author.id:A5058670333,16,202,IT
https://openalex.org/A5080502439,Armin Pournaki,https://api.openalex.org/works?filter=author.id:A5080502439,2,13,FR
https://openalex.org/A5081982677,Arnout van de Rijt,https://api.openalex.org/works?filter=author.id:A5081982677,19,99,IT
https://openalex.org/A5025112887,Artem Kuriksha,https://api.openalex.org/works?filter=author.id:A5025112887,0,5,US
https://openalex.org/A5047707045,Artëm Volgin,https://api.openalex.org/works?filter=author.id:A5047707045,2,14,RU
https://openalex.org/A5037685416,Arti Thakur,https://api.openalex.org/works?filter=author.id:A5037685416,3,14,IN
https://openalex.org/A5044956842,Arttu Malkamäki,https://api.openalex.org/works?filter=author.id:A5044956842,6,21,FI
https://openalex.org/A5000213324,Arun Frey,https://api.openalex.org/works?filter=author.id:A5000213324,5,13,GB
https://openalex.org/A5035198055,Ashiqur R. KhudaBukhsh,https://api.openalex.org/works?filter=author.id:A5035198055,8,77,US
https://openalex.org/A5051438718,Ashley Francisco,https://api.openalex.org/works?filter=author.id:A5051438718,1,5,US
https://openalex.org/A5029294803,Ashley Muddiman,https://api.openalex.org/works?filter=author.id:A5029294803,15,47,US
https://openalex.org/A5048789742,Ashton Anderson,https://api.openalex.org/works?filter=author.id:A5048789742,18,75,CA
https://openalex.org/A5077745776,Astrid Gühnemann,https://api.openalex.org/works?filter=author.id:A5077745776,8,55,AT
https://openalex.org/A5065544460,Attila Varga,https://api.openalex.org/works?filter=author.id:A5065544460,22,218,HU
https://openalex.org/A5001097474,Atushi Ishikawa,https://api.openalex.org/works?filter=author.id:A5001097474,11,109,JP
https://openalex.org/A5074722895,Avi Gamoran,https://api.openalex.org/works?filter=author.id:A5074722895,2,8,IL
https://openalex.org/A5043526874,Aymeric Luneau,https://api.openalex.org/works?filter=author.id:A5043526874,1,15,FR
https://openalex.org/A5030641600,Babak Heydari,https://api.openalex.org/works?filter=author.id:A5030641600,16,88,MX
https://openalex.org/A5049607869,Bahador Bahrami,https://api.openalex.org/works?filter=author.id:A5049607869,31,117,GB
https://openalex.org/A5088501882,Bahareh Sarrafzadeh,https://api.openalex.org/works?filter=author.id:A5088501882,5,21,US
https://openalex.org/A5009108675,Bailey K. Fosdick,https://api.openalex.org/works?filter=author.id:A5009108675,17,100,US
https://openalex.org/A5033543507,Baird Howland,https://api.openalex.org/works?filter=author.id:A5033543507,4,6,US
https://openalex.org/A5043896739,Balaraju Battu,https://api.openalex.org/works?filter=author.id:A5043896739,5,14,US
https://openalex.org/A5057226228,Balázs Vedres,https://api.openalex.org/works?filter=author.id:A5057226228,10,78,AT
https://openalex.org/A5003963130,Bao-Tran Truong,https://api.openalex.org/works?filter=author.id:A5003963130,6,8,US
https://openalex.org/A5002913960,Barbara Keller,https://api.openalex.org/works?filter=author.id:A5002913960,26,69,CH
https://openalex.org/A5032257766,Beatrice Bonami,https://api.openalex.org/works?filter=author.id:A5032257766,2,9,GB
https://openalex.org/A5011077465,Beatrice Rammstedt,https://api.openalex.org/works?filter=author.id:A5011077465,30,227,DE
https://openalex.org/A5066649557,Becky P.Y. Loo,https://api.openalex.org/works?filter=author.id:A5066649557,33,257,HK
https://openalex.org/A5036868218,Bedoor AlShebli,https://api.openalex.org/works?filter=author.id:A5036868218,11,31,AE
https://openalex.org/A5065820472,Beibei Li,https://api.openalex.org/works?filter=author.id:A5065820472,60,999,CN
https://openalex.org/A5084459940,Benjamin C. Holding,https://api.openalex.org/works?filter=author.id:A5084459940,8,23,DK
https://openalex.org/A5089637526,Benjamin J. Radford,https://api.openalex.org/works?filter=author.id:A5089637526,5,26,US
https://openalex.org/A5005840933,Bennard Doornbos,https://api.openalex.org/works?filter=author.id:A5005840933,16,52,NL
https://openalex.org/A5054308726,Bernardo García Bulle Bueno,https://api.openalex.org/works?filter=author.id:A5054308726,2,13,US
https://openalex.org/A5090962780,Bertram F. Malle,https://api.openalex.org/works?filter=author.id:A5090962780,39,210,US
https://openalex.org/A5024920559,Beverly Laher,https://api.openalex.org/works?filter=author.id:A5024920559,1,6,MW
https://openalex.org/A5011857931,Bhargav Srinivasa Desikan,https://api.openalex.org/works?filter=author.id:A5011857931,3,16,FR
https://openalex.org/A5086259064,Blas Kolic,https://api.openalex.org/works?filter=author.id:A5086259064,1,5,GB
https://openalex.org/A5034939798,Bojan Kostić,https://api.openalex.org/works?filter=author.id:A5034939798,6,27,RS
https://openalex.org/A5082225935,Boleslaw K. Szymanski,https://api.openalex.org/works?filter=author.id:A5082225935,38,168,US
https://openalex.org/A5007077429,Bradley Spahn,https://api.openalex.org/works?filter=author.id:A5007077429,2,6,US
https://openalex.org/A5076193392,Brenda Curtis,https://api.openalex.org/works?filter=author.id:A5076193392,19,108,US
https://openalex.org/A5023365550,Brendan O’Connor,https://api.openalex.org/works?filter=author.id:A5023365550,40,246,IE
https://openalex.org/A5015711710,Brian Uzzi,https://api.openalex.org/works?filter=author.id:A5015711710,45,186,US
https://openalex.org/A5006172855,Briony Swire‐Thompson,https://api.openalex.org/works?filter=author.id:A5006172855,11,38,US
https://openalex.org/A5047517174,Brooke Foucault Welles,https://api.openalex.org/works?filter=author.id:A5047517174,13,58,MX
https://openalex.org/A5048877432,Bruno Lepri,https://api.openalex.org/works?filter=author.id:A5048877432,39,312,IT
https://openalex.org/A5066089123,Byungkyu Lee,https://api.openalex.org/works?filter=author.id:A5066089123,11,35,US
https://openalex.org/A5019218689,Cameron Lai,https://api.openalex.org/works?filter=author.id:A5019218689,1,5,JP
https://openalex.org/A5067315236,Camille Landesvatter,https://api.openalex.org/works?filter=author.id:A5067315236,2,7,DE
https://openalex.org/A5032110850,Camille Roth,https://api.openalex.org/works?filter=author.id:A5032110850,18,130,FR
https://openalex.org/A5038225532,Camille Testard,https://api.openalex.org/works?filter=author.id:A5038225532,5,15,US
https://openalex.org/A5056226566,Carina Ines Hausladen,https://api.openalex.org/works?filter=author.id:A5056226566,4,27,CH
https://openalex.org/A5013164931,Carlo Michele Valensise,https://api.openalex.org/works?filter=author.id:A5013164931,10,39,IT
https://openalex.org/A5084282503,Carlos Castillo,https://api.openalex.org/works?filter=author.id:A5084282503,53,299,ES
https://openalex.org/A5038358917,Carlos Fernandez‐Basso,https://api.openalex.org/works?filter=author.id:A5038358917,7,18,ES
https://openalex.org/A5053244337,Carlos Rodríguez‐Galindo,https://api.openalex.org/works?filter=author.id:A5053244337,76,661,US
https://openalex.org/A5002723139,Carlos Rodríguez-Sickert,https://api.openalex.org/works?filter=author.id:A5002723139,10,56,CL
https://openalex.org/A5027781990,Carmen Leicht-Scholten,https://api.openalex.org/works?filter=author.id:A5027781990,5,88,DE
https://openalex.org/A5014031647,Carmine Spagnuolo,https://api.openalex.org/works?filter=author.id:A5014031647,11,52,IT
https://openalex.org/A5072186861,Carolina Coimbra Vieira,https://api.openalex.org/works?filter=author.id:A5072186861,2,18,DE
https://openalex.org/A5021170243,Cassandra Overney,https://api.openalex.org/works?filter=author.id:A5021170243,2,10,US
https://openalex.org/A5029483412,Cassidy R. Sugimoto,https://api.openalex.org/works?filter=author.id:A5029483412,43,282,US
https://openalex.org/A5038331765,Catalina Vajiac,https://api.openalex.org/works?filter=author.id:A5038331765,2,10,US
https://openalex.org/A5055434105,Caterina Suitner,https://api.openalex.org/works?filter=author.id:A5055434105,15,93,IT
https://openalex.org/A5061556449,Cathy Mengying Fang,https://api.openalex.org/works?filter=author.id:A5061556449,3,14,US
https://openalex.org/A5043042941,Cecilia Monge,https://api.openalex.org/works?filter=author.id:A5043042941,7,33,US
https://openalex.org/A5086827245,Ceren Budak,https://api.openalex.org/works?filter=author.id:A5086827245,17,84,US
https://openalex.org/A5064297795,César A. Hidalgo,https://api.openalex.org/works?filter=author.id:A5064297795,38,231,FR
https://openalex.org/A5053397364,Chao Yu,https://api.openalex.org/works?filter=author.id:A5053397364,57,562,CN
https://openalex.org/A5083980012,Charalampos Saitis,https://api.openalex.org/works?filter=author.id:A5083980012,9,72,GB
https://openalex.org/A5075497327,Charles Rahal,https://api.openalex.org/works?filter=author.id:A5075497327,8,32,GB
https://openalex.org/A5048888033,Cheng Pan,https://api.openalex.org/works?filter=author.id:A5048888033,32,376,JP
https://openalex.org/A5037128285,Chia‐Jung Tsai,https://api.openalex.org/works?filter=author.id:A5037128285,16,47,TW
https://openalex.org/A5028705781,Chiara Chiavenna,https://api.openalex.org/works?filter=author.id:A5028705781,4,7,GB
https://openalex.org/A5042522236,Chico Q. Camargo,https://api.openalex.org/works?filter=author.id:A5042522236,7,30,GB
https://openalex.org/A5080376515,Chris Baber,https://api.openalex.org/works?filter=author.id:A5080376515,37,375,GB
https://openalex.org/A5068508539,Chris Callison-Burch,https://api.openalex.org/works?filter=author.id:A5068508539,48,328,US
https://openalex.org/A5090222665,Christa Brelsford,https://api.openalex.org/works?filter=author.id:A5090222665,11,58,US
https://openalex.org/A5003546846,Christian S. Czymara,https://api.openalex.org/works?filter=author.id:A5003546846,8,46,DE
https://openalex.org/A5033521118,Christian Staal Bruun Overgaard,https://api.openalex.org/works?filter=author.id:A5033521118,3,6,US
https://openalex.org/A5012631395,Christian Strippel,https://api.openalex.org/works?filter=author.id:A5012631395,7,45,DE
https://openalex.org/A5076968482,Christine Vega-Pourheydarian,https://api.openalex.org/works?filter=author.id:A5076968482,0,5,US
https://openalex.org/A5036452910,Christoffer Green‐Pedersen,https://api.openalex.org/works?filter=author.id:A5036452910,36,159,DK
https://openalex.org/A5062364819,Christoph Bartenhagen,https://api.openalex.org/works?filter=author.id:A5062364819,21,113,DE
https://openalex.org/A5037204027,Christoph Kern,https://api.openalex.org/works?filter=author.id:A5037204027,30,156,US
https://openalex.org/A5081614562,Christoph Stadtfeld,https://api.openalex.org/works?filter=author.id:A5081614562,20,55,CH
https://openalex.org/A5023997241,Christopher A. Bail,https://api.openalex.org/works?filter=author.id:A5023997241,17,56,US
https://openalex.org/A5002034958,Christopher M. Danforth,https://api.openalex.org/works?filter=author.id:A5002034958,30,196,US
https://openalex.org/A5053987970,Christopher I Jarvis,https://api.openalex.org/works?filter=author.id:A5053987970,31,80,GB
https://openalex.org/A5049203961,Chung-Kon Shi,https://api.openalex.org/works?filter=author.id:A5049203961,6,89,KR
https://openalex.org/A5069885186,Ciro Cattuto,https://api.openalex.org/works?filter=author.id:A5069885186,44,200,US
https://openalex.org/A5088505613,Claire Glanois,https://api.openalex.org/works?filter=author.id:A5088505613,3,14,DK
https://openalex.org/A5038812629,Clara Boothby,https://api.openalex.org/works?filter=author.id:A5038812629,3,9,US
https://openalex.org/A5013545446,Clara Vandeweerdt,https://api.openalex.org/works?filter=author.id:A5013545446,3,5,DK
https://openalex.org/A5060256587,Claudia Acciai,https://api.openalex.org/works?filter=author.id:A5060256587,3,14,DK
https://openalex.org/A5037267743,Claudia Wagner-Riddle,https://api.openalex.org/works?filter=author.id:A5037267743,37,113,CA
https://openalex.org/A5060898370,Clemens M. Lechner,https://api.openalex.org/works?filter=author.id:A5060898370,20,136,DE
https://openalex.org/A5048056611,Clemens Stachl,https://api.openalex.org/works?filter=author.id:A5048056611,14,72,CH
https://openalex.org/A5062898997,Clodomir Santana,https://api.openalex.org/works?filter=author.id:A5062898997,6,29,GB
https://openalex.org/A5000399565,Corine S. Meppelink,https://api.openalex.org/works?filter=author.id:A5000399565,10,24,NL
https://openalex.org/A5051642685,Cornelius Puschmann,https://api.openalex.org/works?filter=author.id:A5051642685,17,90,DE
https://openalex.org/A5002012048,Corrado Monti,https://api.openalex.org/works?filter=author.id:A5002012048,8,48,IT
https://openalex.org/A5043908500,Cuihua Shen,https://api.openalex.org/works?filter=author.id:A5043908500,23,79,US
https://openalex.org/A5040468715,Cynthia Rudin,https://api.openalex.org/works?filter=author.id:A5040468715,42,349,US
https://openalex.org/A5013262618,D. Sunshine Hillygus,https://api.openalex.org/works?filter=author.id:A5013262618,24,102,US
https://openalex.org/A5071797963,Damian Trilling,https://api.openalex.org/works?filter=author.id:A5071797963,17,102,NL
https://openalex.org/A5063394141,Damin Lee,https://api.openalex.org/works?filter=author.id:A5063394141,14,26,KR
https://openalex.org/A5051593031,Dan Dai,https://api.openalex.org/works?filter=author.id:A5051593031,9,39,US
https://openalex.org/A5087088138,Dan Jurafsky,https://api.openalex.org/works?filter=author.id:A5087088138,63,315,US
https://openalex.org/A5051226686,Dan Thomsen,https://api.openalex.org/works?filter=author.id:A5051226686,7,56,US
https://openalex.org/A5002809454,Daniel A. McFarland,https://api.openalex.org/works?filter=author.id:A5002809454,30,94,US
https://openalex.org/A5005031025,Daniel J. Corsi,https://api.openalex.org/works?filter=author.id:A5005031025,32,188,CA
https://openalex.org/A5027079032,Daniel B. Larremore,https://api.openalex.org/works?filter=author.id:A5027079032,29,113,US
https://openalex.org/A5073734735,Daniel Matter,https://api.openalex.org/works?filter=author.id:A5073734735,6,26,DE
https://openalex.org/A5090183461,Daniel S. Nagin,https://api.openalex.org/works?filter=author.id:A5090183461,95,330,US
https://openalex.org/A5002984043,Daniel Romero,https://api.openalex.org/works?filter=author.id:A5002984043,10,106,ES
https://openalex.org/A5047489389,Daniel Scott Smith,https://api.openalex.org/works?filter=author.id:A5047489389,23,216,US
https://openalex.org/A5079162755,Daniel Valdenegro,https://api.openalex.org/works?filter=author.id:A5079162755,10,22,CL
https://openalex.org/A5020744129,Daniela Paolotti,https://api.openalex.org/works?filter=author.id:A5020744129,23,136,US
https://openalex.org/A5028327260,Daniela Perrotta,https://api.openalex.org/works?filter=author.id:A5028327260,19,86,AR
https://openalex.org/A5081008532,Daniele Quercia,https://api.openalex.org/works?filter=author.id:A5081008532,36,244,GB
https://openalex.org/A5063479628,Daniele Rama,https://api.openalex.org/works?filter=author.id:A5063479628,3,66,IT
https://openalex.org/A5087685141,Darko Stojilović,https://api.openalex.org/works?filter=author.id:A5087685141,3,12,RS
https://openalex.org/A5031386218,Darren P. Croft,https://api.openalex.org/works?filter=author.id:A5031386218,52,194,GB
https://openalex.org/A5002041772,Dashun Wang,https://api.openalex.org/works?filter=author.id:A5002041772,28,129,US
https://openalex.org/A5002793667,David A. Axelrod,https://api.openalex.org/works?filter=author.id:A5002793667,46,276,US
https://openalex.org/A5026931667,David Dreyer Lassen,https://api.openalex.org/works?filter=author.id:A5026931667,20,116,DK
https://openalex.org/A5056499434,David G. Rand,https://api.openalex.org/works?filter=author.id:A5056499434,61,309,US
https://openalex.org/A5081775695,David García,https://api.openalex.org/works?filter=author.id:A5081775695,51,492,US
https://openalex.org/A5077537901,David Joachim Grüning,https://api.openalex.org/works?filter=author.id:A5077537901,4,86,DE
https://openalex.org/A5046126345,David Jurgens,https://api.openalex.org/works?filter=author.id:A5046126345,28,153,US
https://openalex.org/A5017534262,David A. Lagnado,https://api.openalex.org/works?filter=author.id:A5017534262,33,234,GB
https://openalex.org/A5017444948,David Lusseau,https://api.openalex.org/works?filter=author.id:A5017444948,58,226,DK
https://openalex.org/A5086934220,David Mimno,https://api.openalex.org/works?filter=author.id:A5086934220,28,128,US
https://openalex.org/A5069145017,David C. Page,https://api.openalex.org/works?filter=author.id:A5069145017,101,347,US
https://openalex.org/A5054707908,David Rothschild,https://api.openalex.org/works?filter=author.id:A5054707908,21,124,US
https://openalex.org/A5044883324,David Sánchez,https://api.openalex.org/works?filter=author.id:A5044883324,73,548,ES
https://openalex.org/A5019051904,Davide Vega,https://api.openalex.org/works?filter=author.id:A5019051904,11,61,SE
https://openalex.org/A5004281470,Deb Roy,https://api.openalex.org/works?filter=author.id:A5004281470,35,277,US
https://openalex.org/A5032463780,Debora Nozza,https://api.openalex.org/works?filter=author.id:A5032463780,11,66,IT
https://openalex.org/A5001276944,Delphine De Moor,https://api.openalex.org/works?filter=author.id:A5001276944,3,12,GB
